	index	accs	source	description	seqlen	organism	division	date	biocategory	species	freq
2322488	2322488	MF678314.1	NEIGHBOR	Coxsackievirus B3 isolate NSW-V25-2015-CVB3, complete genome.	6882	Coxsackievirus B3	VRL	19-DEC-2017	EX	Enterovirus B	343
1564838	1564838	KP289439.1	NEIGHBOR	Echovirus E6 isolate E6/P735/2013/China, complete genome.	7434	Echovirus E6	VRL	08-SEP-2015	EX	Enterovirus B	343
1564839	1564839	KP289440.1	NEIGHBOR	Echovirus E14 isolate E14/P843/2013/China, complete genome.	7467	Echovirus E14	VRL	08-SEP-2015	EX	Enterovirus B	343
1923803	1923803	KX171335.1	NEIGHBOR	Enterovirus B106 isolate HTPS-QDH11F/XJ/CHN/2011, complete genome.	7421	Enterovirus B106	VRL	01-MAR-2017	EX	Enterovirus B	343
1923804	1923804	KX171336.1	NEIGHBOR	Enterovirus B106 isolate KS-KSH28F/XJ/CHN/2011, complete genome.	7422	Enterovirus B106	VRL	01-MAR-2017	EX	Enterovirus B	343
1923805	1923805	KX171337.1	NEIGHBOR	Enterovirus B106 isolate KS-MGTH90F/XJ/CHN/2011, complete genome.	7421	Enterovirus B106	VRL	01-MAR-2017	EX	Enterovirus B	343
2209787	2209787	KY981576.1	NEIGHBOR	Echovirus E11 strain 8108/ISR/1996, complete genome.	7422	Echovirus E11	VRL	16-DEC-2017	EX	Enterovirus B	343
2209786	2209786	KY981575.1	NEIGHBOR	Echovirus E11 strain 8098/ISR/1996, complete genome.	7427	Echovirus E11	VRL	16-DEC-2017	EX	Enterovirus B	343
2209785	2209785	KY981574.1	NEIGHBOR	Echovirus E11 strain 7676/ISR/1996, complete genome.	7429	Echovirus E11	VRL	16-DEC-2017	EX	Enterovirus B	343
671935	671935	AF114384.1	NEIGHBOR	Coxsackievirus B6 strain Schmitt, complete genome.	7397	Coxsackievirus B6	VRL	01-JAN-2000	EX	Enterovirus B	343
2209791	2209791	KY981580.1	NEIGHBOR	Echovirus E11 strain 9310/ISR/1998, complete genome.	7432	Echovirus E11	VRL	16-DEC-2017	EX	Enterovirus B	343
1565510	1565510	KP290111.1	NEIGHBOR	Coxsackievirus A9 isolate CV-A9/P220/2013/China, complete genome.	7460	Coxsackievirus A9	VRL	08-SEP-2015	EX	Enterovirus B	343
807244	807244	HM185056.1	NEIGHBOR	Human echovirus 6 strain Echo6/Henan/127/2008, complete genome.	7385	Echovirus E6	VRL	14-NOV-2011	EX	Enterovirus B	343
2023498	2023498	KX981987.1	NEIGHBOR	Coxsackievirus B3 isolate LRY007, complete genome.	7388	Coxsackievirus B3	VRL	10-MAY-2017	EX	Enterovirus B	343
2075877	2075877	KY369904.1	NEIGHBOR	Coxsackievirus B4 strain EPV3715, complete genome.	7368	Coxsackievirus B4	VRL	19-APR-2017	EX	Enterovirus B	343
2322485	2322485	MF678311.1	NEIGHBOR	Coxsackievirus B3 isolate NSW-V22-2009-CVB3, complete genome.	7183	Coxsackievirus B3	VRL	19-DEC-2017	EX	Enterovirus B	343
2322522	2322522	MF678348.1	NEIGHBOR	Echovirus E25 isolate NSW-V58-2010-ECHO25, complete genome.	6910	Echovirus E25	VRL	19-DEC-2017	EX	Enterovirus B	343
589399	589399	GQ141875.1	NEIGHBOR	Human coxsackievirus B3 strain Beijing0811, complete genome.	7402	Coxsackievirus B3	VRL	12-MAR-2013	EX	Enterovirus B	343
1539367	1539367	KP036479.1	NEIGHBOR	Coxsackievirus B3 isolate DH09Y/JS/2012, complete genome.	7391	Coxsackievirus B3	VRL	21-DEC-2014	EX	Enterovirus B	343
755443	755443	GU550508.1	NEIGHBOR	Human enterovirus 97 strain 99188/SD/CHN/1999/EV97, complete genome.	7394	Enterovirus B97	VRL	27-AUG-2010	EX	Enterovirus B	343
678492	678492	AF162711.1	NEIGHBOR	Echovirus 30 strain Bastianni, complete genome.	7440	Echovirus E30	VRL	20-JUL-1999	EX	Enterovirus B	343
2142439	2142439	AY556070.1	NEIGHBOR	Enterovirus 75 strain USA/OK85-10362, complete genome.	7429	Enterovirus B75	VRL	25-OCT-2004	EX	Enterovirus B	343
989411	989411	JN704615.1	NEIGHBOR	Human echovirus 30 strain Kor08-ECV30, complete genome.	7432	Echovirus E30	VRL	13-FEB-2012	EX	Enterovirus B	343
1114926	1114926	JX476168.2	NEIGHBOR	Coxsackievirus B3 isolate NIV099741LV204, complete genome.	7400	Coxsackievirus B3	VRL	29-JAN-2016	EX	Enterovirus B	343
1304601	1304601	KC897073.1	NEIGHBOR	Echovirus E30 isolate 2012EM161, complete genome.	7427	Echovirus E30	VRL	26-FEB-2014	EX	Enterovirus B	343
2357946	2357946	MG451809.1	GENBANK	Echovirus E6 isolate Env_2017_Jan_E-6, complete genome.	6347	Echovirus E6	VRL	17-JAN-2018	EX	Enterovirus B	343
2142426	2142426	AY556057.1	NEIGHBOR	Enterovirus 74 strain USA/CA75-10213, complete genome.	7410	Enterovirus B74	VRL	25-OCT-2004	EX	Enterovirus B	343
1114925	1114925	JX476167.2	NEIGHBOR	Coxsackievirus B3 isolate NIV0917801LV243, complete genome.	7400	Coxsackievirus B3	VRL	29-JAN-2016	EX	Enterovirus B	343
1564832	1564832	KP289433.1	NEIGHBOR	Coxsackievirus B4 isolate CV-B4/P11/2013/China, complete genome.	7402	Coxsackievirus B4	VRL	08-SEP-2015	EX	Enterovirus B	343
792071	792071	HM031191.1	NEIGHBOR	Human echovirus 25 strain HN-2, complete genome.	7423	Echovirus E25	VRL	17-MAY-2010	EX	Enterovirus B	343
2262433	2262433	M16560.1	NEIGHBOR	Coxsackievirus B1, complete genome.	7389	Coxsackievirus B1	VRL	04-FEB-1998	EX	Enterovirus B	343
2262440	2262440	M16572.1	NEIGHBOR	Coxsackievirus B3, complete genome.	7396	Coxsackievirus B3	VRL	15-AUG-1995	EX	Enterovirus B	343
2209792	2209792	KY981581.1	NEIGHBOR	Echovirus E11 strain 9368/ISR/1998, complete genome.	7431	Echovirus E11	VRL	16-DEC-2017	EX	Enterovirus B	343
807243	807243	HM185055.1	NEIGHBOR	Human echovirus 6 strain Echo6/Henan/116/2008, complete genome.	7406	Echovirus E6	VRL	14-NOV-2011	EX	Enterovirus B	343
2398074	2398074	MH043136.1	GENBANK	Echovirus E7 isolate 07VI447, complete genome.	7441	Echovirus E7	VRL	19-MAR-2018	EX	Enterovirus B	343
2357943	2357943	MG451806.1	GENBANK	Echovirus E7 isolate Env_2016_Sep_E-7b, complete genome.	7273	Echovirus E7	VRL	17-JAN-2018	EX	Enterovirus B	343
2322520	2322520	MF678346.1	NEIGHBOR	Coxsackievirus A9 isolate NSW-V56-2006-CVA9, complete genome.	6941	Coxsackievirus A9	VRL	19-DEC-2017	EX	Enterovirus B	343
231036	231036	DQ001339.1	NEIGHBOR	Avian infectious bronchitis virus isolate IBV-p65, complete genome.	27611	Infectious bronchitis virus	VRL	17-OCT-2005	EX	Avian coronavirus	319
893484	893484	HQ850618.1	NEIGHBOR	Infectious bronchitis virus isolate GX-YL9, complete genome.	27597	Infectious bronchitis virus	VRL	12-SEP-2012	EX	Avian coronavirus	319
231035	231035	DQ001338.1	NEIGHBOR	Avian infectious bronchitis virus isolate IBV-EP3, complete genome.	27613	Infectious bronchitis virus	VRL	17-OCT-2005	EX	Avian coronavirus	319
2136822	2136822	AY514485.1	NEIGHBOR	Infectious bronchitis virus serotype California 99, complete genome.	27693	Infectious bronchitis virus	VRL	06-APR-2007	EX	Avian coronavirus	319
893432	893432	HQ848267.1	NEIGHBOR	Infectious bronchitis virus isolate GX-YL5, complete genome.	27720	Infectious bronchitis virus	VRL	12-SEP-2012	EX	Avian coronavirus	319
1957223	1957223	KX434789.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJL/140530, complete genome.	27685	Infectious bronchitis virus	VRL	18-MAR-2017	EX	Avian coronavirus	319
1957224	1957224	KX434790.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJS/111210, complete genome.	27618	Infectious bronchitis virus	VRL	18-MAR-2017	EX	Avian coronavirus	319
811177	811177	HM245924.1	NEIGHBOR	Infectious bronchitis virus isolate CQ04-1, complete genome.	27709	Infectious bronchitis virus	VRL	25-JUL-2016	EX	Avian coronavirus	319
2112238	2112238	KY776700.1	NEIGHBOR	Infectious bronchitis virus strain gammaCoV/ck/China/I0712/11, complete genome.	27623	Infectious bronchitis virus	VRL	06-MAR-2018	EX	Avian coronavirus	319
908128	908128	JF330899.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LNM/091017, complete genome.	27631	Infectious bronchitis virus	VRL	16-MAY-2012	EX	Avian coronavirus	319
1935064	1935064	KX302871.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHuB/131123, complete genome.	27685	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1846873	1846873	KU317090.1	NEIGHBOR	Infectious bronchitis virus strain SAIBK2, complete genome.	27669	Infectious bronchitis virus	VRL	11-JUN-2016	EX	Avian coronavirus	319
1372115	1372115	KF663559.1	GENBANK	Infectious bronchitis virus isolate ck/CH/IBTZ/2012, complete genome.	27700	Infectious bronchitis virus	VRL	27-AUG-2014	EX	Avian coronavirus	319
1372116	1372116	KF663560.1	GENBANK	Infectious bronchitis virus isolate ck/CH/IBWF/2007, complete genome.	27661	Infectious bronchitis virus	VRL	14-DEC-2013	EX	Avian coronavirus	319
1372117	1372117	KF663561.1	GENBANK	Infectious bronchitis virus isolate ck/CH/IBYZ/2011, complete genome.	27673	Infectious bronchitis virus	VRL	14-DEC-2013	EX	Avian coronavirus	319
1372811	1372811	KF668605.1	GENBANK	Infectious bronchitis virus isolate CK/CH/SD09/005, complete genome.	27691	Infectious bronchitis virus	VRL	14-DEC-2013	EX	Avian coronavirus	319
2205635	2205635	KY933090.1	GENBANK	Avian coronavirus strain L1148, complete genome.	27573	Avian coronavirus	VRL	02-OCT-2017	EX	Avian coronavirus	319
908127	908127	JF330898.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/100801, complete genome.	27675	Infectious bronchitis virus	VRL	16-MAY-2012	EX	Avian coronavirus	319
2205634	2205634	KY933089.1	NEIGHBOR	Avian coronavirus strain 1148-A, complete genome.	27573	Avian coronavirus	VRL	02-OCT-2017	EX	Avian coronavirus	319
1935063	1935063	KX302870.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHLJ/130822, complete genome.	27684	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1375719	1375719	KF696629.1	GENBANK	Infectious bronchitis virus strain Connecticut vaccine, complete genome.	27630	Infectious bronchitis virus	VRL	14-DEC-2013	EX	Avian coronavirus	319
921885	921885	JF705860.1	NEIGHBOR	Duck coronavirus isolate DK/CH/HN/ZZ2004, complete genome.	27673	Duck coronavirus	VRL	25-SEP-2011	EX	Avian coronavirus	319
460073	460073	EU714029.1	NEIGHBOR	Infectious bronchitis virus isolate SC021202, complete genome.	27660	Infectious bronchitis virus	VRL	29-AUG-2009	EX	Avian coronavirus	319
460072	460072	EU714028.1	NEIGHBOR	Infectious bronchitis virus isolate ZJ971, complete genome.	27640	Infectious bronchitis virus	VRL	29-AUG-2009	EX	Avian coronavirus	319
1935065	1935065	KX302872.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LSD/101115, complete genome.	27675	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
924554	924554	JF732903.1	GENBANK	Infectious bronchitis virus strain Sczy3, complete genome.	27695	Infectious bronchitis virus	VRL	06-MAY-2012	EX	Avian coronavirus	319
452032	452032	EU637854.1	NEIGHBOR	Infectious bronchitis virus strain CK/CH/LSD/05I from China, complete genome.	27638	Infectious bronchitis virus	VRL	03-MAY-2008	EX	Avian coronavirus	319
932654	932654	JF893452.1	NEIGHBOR	Infectious bronchitis virus isolate YN, complete genome.	27635	Infectious bronchitis virus	VRL	10-DEC-2012	EX	Avian coronavirus	319
2331639	2331639	MF882923.1	GENBANK	Infectious bronchitis virus isolate CK/CH/HB/2016, complete genome.	27705	Infectious bronchitis virus	VRL	10-OCT-2017	EX	Avian coronavirus	319
1935062	1935062	KX302869.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHLJ/090806, complete genome.	27682	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
2112239	2112239	KY776701.1	NEIGHBOR	Infectious bronchitis virus strain gammaCoV/ck/China/I0108/17, complete genome.	27620	Infectious bronchitis virus	VRL	06-MAR-2018	EX	Avian coronavirus	319
1850126	1850126	KU361188.1	NEIGHBOR	Infectious bronchitis virus isolate CK/CH/2014/QL1403, complete genome.	27691	Infectious bronchitis virus	VRL	06-JUL-2016	EX	Avian coronavirus	319
2373341	2373341	MG763935.1	GENBANK	Infectious bronchitis virus strain IBV/Chicken/Haryana/53/2013, complete genome.	27631	Infectious bronchitis virus	VRL	15-APR-2018	EX	Avian coronavirus	319
1089326	1089326	JX195178.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LDL/97I substrain P115, complete genome.	27693	Infectious bronchitis virus	VRL	05-SEP-2012	EX	Avian coronavirus	319
1089325	1089325	JX195177.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LDL/97I substrain P5, complete genome.	27692	Infectious bronchitis virus	VRL	05-SEP-2012	EX	Avian coronavirus	319
303283	303283	DQ834384.1	NEIGHBOR	Infectious bronchitis virus strain M41, complete genome.	27476	Infectious bronchitis virus	VRL	27-AUG-2006	EX	Avian coronavirus	319
1089324	1089324	JX195176.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LZJ/111113, complete genome.	27683	Infectious bronchitis virus	VRL	23-JAN-2013	EX	Avian coronavirus	319
296494	296494	DQ646405.2	NEIGHBOR	Infectious bronchitis virus isolate TW2575/98, complete genome.	27710	Infectious bronchitis virus	VRL	28-JUL-2008	EX	Avian coronavirus	319
1089323	1089323	JX195175.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LDL/091022, complete genome.	27685	Infectious bronchitis virus	VRL	23-JAN-2013	EX	Avian coronavirus	319
1364187	1364187	KF574761.1	NEIGHBOR	Infectious bronchitis virus isolate SDIB821/2012, complete genome.	27677	Infectious bronchitis virus	VRL	06-NOV-2013	EX	Avian coronavirus	319
1850125	1850125	KU361187.1	NEIGHBOR	Infectious bronchitis virus isolate CK/CH/2010/JT-1, complete genome.	27670	Infectious bronchitis virus	VRL	06-JUL-2016	EX	Avian coronavirus	319
1935061	1935061	KX302868.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHLJ/130744, complete genome.	27610	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
902669	902669	JF274479.2	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHLJ/07VII, complete genome.	27678	Infectious bronchitis virus	VRL	31-AUG-2012	EX	Avian coronavirus	319
1849778	1849778	KU356856.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/SCYB/140913, complete genome.	27647	Infectious bronchitis virus	VRL	07-JUN-2016	EX	Avian coronavirus	319
427627	427627	EU526388.1	NEIGHBOR	Infectious bronchitis virus strain A2, complete genome.	27715	Infectious bronchitis virus	VRL	14-JAN-2009	EX	Avian coronavirus	319
1935055	1935055	KX302862.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJS/101111, complete genome.	27642	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1935057	1935057	KX302864.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LSD/09091, complete genome.	27685	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1935058	1935058	KX302865.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJS/131102, complete genome.	27675	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1935059	1935059	KX302866.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJL/04I, complete genome.	27714	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1935060	1935060	KX302867.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJL/150430, complete genome.	27701	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1935056	1935056	KX302863.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LSD/090334, complete genome.	27675	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
2311136	2311136	MF508703.1	GENBANK	Infectious bronchitis virus isolate YX10 D90 vaccine, complete genome.	27590	Infectious bronchitis virus	VRL	12-JUN-2018	EX	Avian coronavirus	319
751349	751349	GU393331.1	NEIGHBOR	Infectious bronchitis virus serotype Cal56b, complete genome.	27663	Infectious bronchitis virus	VRL	17-OCT-2011	EX	Avian coronavirus	319
1428964	1428964	KJ425494.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/121024, complete genome.	27641	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1930328	1930328	KX259257.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJS/120848, complete genome.	27686	Infectious bronchitis virus	VRL	12-FEB-2017	EX	Avian coronavirus	319
2179980	2179980	AY851295.1	NEIGHBOR	Avian infectious bronchitis virus strain Mass 41, complete genome.	27475	Infectious bronchitis virus	VRL	27-OCT-2006	EX	Avian coronavirus	319
2300694	2300694	MF421320.1	NEIGHBOR	Infectious bronchitis virus isolate UY/11/CA/18, complete genome.	27634	Infectious bronchitis virus	VRL	25-JUL-2017	EX	Avian coronavirus	319
1428955	1428955	KJ425485.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LDL/110931, complete genome.	27594	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1428956	1428956	KJ425486.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LDL/120557, complete genome.	27644	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1428957	1428957	KJ425487.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/110526, complete genome.	27642	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1428958	1428958	KJ425488.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/110825, complete genome.	27642	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1428959	1428959	KJ425489.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/111172, complete genome.	27642	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1428960	1428960	KJ425490.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/111232, complete genome.	27641	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1428961	1428961	KJ425491.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/111268, complete genome.	27642	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1428962	1428962	KJ425492.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/120403, complete genome.	27642	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1428963	1428963	KJ425493.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/120749, complete genome.	27642	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
2300693	2300693	MF421319.1	NEIGHBOR	Infectious bronchitis virus isolate UY/09/CA/01, complete genome.	27647	Infectious bronchitis virus	VRL	25-JUL-2017	EX	Avian coronavirus	319
1539375	1539375	KP036504.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/130630, complete genome.	27617	Infectious bronchitis virus	VRL	01-MAR-2015	EX	Avian coronavirus	319
2397419	2397419	MH021175.1	GENBANK	Avian coronavirus strain D274, complete genome.	27599	Avian coronavirus	VRL	16-JUL-2018	EX	Avian coronavirus	319
1347031	1347031	KF377577.1	NEIGHBOR	Infectious bronchitis virus strain 4/91 vaccine, complete genome.	27618	Infectious bronchitis virus	VRL	30-OCT-2013	EX	Avian coronavirus	319
1428965	1428965	KJ425495.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/121040, complete genome.	27642	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1428966	1428966	KJ425496.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/130573, complete genome.	27606	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1805378	1805378	KT852992.1	NEIGHBOR	Infectious bronchitis virus isolate tl/CH/LDT3/03, complete genome.	27699	Infectious bronchitis virus	VRL	10-FEB-2016	EX	Avian coronavirus	319
1428967	1428967	KJ425497.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/130598, complete genome.	27621	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1347756	1347756	KF411040.1	NEIGHBOR	Infectious bronchitis virus strain CK/CH/LLN/111169, complete genome.	27663	Infectious bronchitis virus	VRL	11-NOV-2013	EX	Avian coronavirus	319
1428968	1428968	KJ425498.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/130642, complete genome.	27642	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1428969	1428969	KJ425499.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/131118, complete genome.	27642	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1428970	1428970	KJ425500.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/131132, complete genome.	27644	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1347757	1347757	KF411041.1	NEIGHBOR	Infectious bronchitis virus strain CK/CH/LGX/091109, complete genome.	27655	Infectious bronchitis virus	VRL	11-NOV-2013	EX	Avian coronavirus	319
1428971	1428971	KJ425501.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/131142, complete genome.	27642	Infectious bronchitis virus	VRL	29-JUN-2016	EX	Avian coronavirus	319
1539376	1539376	KP036505.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJL/130925, complete genome.	27676	Infectious bronchitis virus	VRL	01-MAR-2015	EX	Avian coronavirus	319
1539374	1539374	KP036503.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHB/121010, complete genome.	27613	Infectious bronchitis virus	VRL	01-MAR-2015	EX	Avian coronavirus	319
751350	751350	GU393332.1	NEIGHBOR	Infectious bronchitis virus serotype Delaware 072, complete genome.	27591	Infectious bronchitis virus	VRL	17-OCT-2011	EX	Avian coronavirus	319
1930322	1930322	KX259251.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJS/101237, complete genome.	27685	Infectious bronchitis virus	VRL	12-FEB-2017	EX	Avian coronavirus	319
1935053	1935053	KX302860.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LSD08-7, complete genome.	27685	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1932043	1932043	KX275394.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LSD08-8, complete genome.	27688	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1932042	1932042	KX275393.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHLJ/130705, complete genome.	27685	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1932041	1932041	KX275392.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHLJ/110943, complete genome.	27685	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1932040	1932040	KX275391.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHLJ/140927, complete genome.	27685	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1932039	1932039	KX275390.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHLJ/141103, complete genome.	27679	Infectious bronchitis virus	VRL	05-FEB-2017	EX	Avian coronavirus	319
1930320	1930320	KX259249.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJL/090330, complete genome.	27685	Infectious bronchitis virus	VRL	12-FEB-2017	EX	Avian coronavirus	319
1931468	1931468	KX272465.1	NEIGHBOR	Infectious bronchitis virus isolate AR251-15, complete genome.	27646	Infectious bronchitis virus	VRL	01-FEB-2017	EX	Avian coronavirus	319
1931015	1931015	KX266757.1	NEIGHBOR	Infectious bronchitis virus isolate 3575/08, complete genome.	27231	Infectious bronchitis virus	VRL	31-DEC-2016	EX	Avian coronavirus	319
1930321	1930321	KX259250.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJS/101113, complete genome.	27675	Infectious bronchitis virus	VRL	12-FEB-2017	EX	Avian coronavirus	319
1412261	1412261	KJ128295.1	NEIGHBOR	Infectious bronchitis virus isolate CK/CH/SD/121220, complete genome.	27666	Infectious bronchitis virus	VRL	31-MAR-2014	EX	Avian coronavirus	319
1412847	1412847	KJ135013.1	NEIGHBOR	Infectious bronchitis virus isolate IBVUkr27-11, complete genome.	27577	Infectious bronchitis virus	VRL	01-APR-2014	EX	Avian coronavirus	319
1930323	1930323	KX259252.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LJS/110439, complete genome.	27685	Infectious bronchitis virus	VRL	12-FEB-2017	EX	Avian coronavirus	319
2078671	2078671	KY407558.1	NEIGHBOR	Infectious bronchitis virus strain gammaCoV/ck/China/I0118/14, complete genome.	27680	Infectious bronchitis virus	VRL	19-MAR-2017	EX	Avian coronavirus	319
1930324	1930324	KX259253.1	NEIGHBOR	Infectious bronchitis virus strain ck/CH/LHN/120338, complete genome.	27678	Infectious bronchitis virus	VRL	12-FEB-2017	EX	Avian coronavirus	319
380118	380118	EU022525.1	NEIGHBOR	Turkey coronavirus isolate TCoV-540, complete genome.	27771	Turkey coronavirus	VRL	18-JUL-2008	EX	Avian coronavirus	319
1716432	1716432	AY357075.1	NEIGHBOR	SARS coronavirus PUMC02, complete genome.	29738	SARS coronavirus PUMC02	VRL	17-NOV-2003	EX	Severe acute respiratory syndrome-related coronavirus	308
1717246	1717246	AY362699.1	NEIGHBOR	SARS coronavirus TWC3, complete genome.	29727	SARS coronavirus TWC3	VRL	13-AUG-2003	EX	Severe acute respiratory syndrome-related coronavirus	308
1714773	1714773	AY348314.1	NEIGHBOR	SARS coronavirus Taiwan TC3, complete genome.	29573	SARS coronavirus Taiwan TC3	VRL	25-JUL-2016	EX	Severe acute respiratory syndrome-related coronavirus	308
557452	557452	FJ882938.1	NEIGHBOR	SARS coronavirus wtic-MB, complete genome.	29687	SARS coronavirus wtic-MB	VRL	18-MAY-2010	EX	Severe acute respiratory syndrome-related coronavirus	308
2079389	2079389	KY417146.1	GENBANK	Bat SARS-like coronavirus isolate Rs4231, complete genome.	29782	Bat SARS-like coronavirus	VRL	18-DEC-2017	EX	Severe acute respiratory syndrome-related coronavirus	308
2169046	2169046	AY772062.1	NEIGHBOR	SARS coronavirus WH20, complete genome.	29461	SARS coronavirus WH20	VRL	25-MAR-2009	EX	Severe acute respiratory syndrome-related coronavirus	308
2079387	2079387	KY417144.1	GENBANK	Bat SARS-like coronavirus isolate Rs4084, complete genome.	29770	Bat SARS-like coronavirus	VRL	18-DEC-2017	EX	Severe acute respiratory syndrome-related coronavirus	308
233567	233567	DQ022305.2	NEIGHBOR	Bat SARS coronavirus HKU3-1, complete genome.	29728	Bat SARS coronavirus HKU3-1	VRL	25-OCT-2005	EX	Severe acute respiratory syndrome-related coronavirus	308
1717245	1717245	AY362698.1	NEIGHBOR	SARS coronavirus TWC2, complete genome.	29727	SARS coronavirus TWC2	VRL	13-AUG-2003	EX	Severe acute respiratory syndrome-related coronavirus	308
