Filename	taxid	subspecies	Species	Genus	Family
GCF_000021905.1_ASM2190v1_genomic.fna.gz	439235	NA	Desulfatibacillum alkenivorans	Desulfatibacillum	Desulfobacteraceae
GCF_002886945.1_ASM288694v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_000214435.1_ASM21443v1_genomic.fna.gz	868595	NA	Desulfotomaculum nigrificans	Desulfotomaculum	Peptococcaceae
GCF_002812825.1_ASM281282v1_genomic.fna.gz	287	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_002843505.1_ASM284350v1_genomic.fna.gz	563169	NA	Bacillus sp. SJ-10	Bacillus	Bacillaceae
GCF_000026105.1_ASM2610v1_genomic.fna.gz	384676	NA	Pseudomonas entomophila	Pseudomonas	Pseudomonadaceae
GCF_000147735.2_ASM14773v3_genomic.fna.gz	693974	NA	Shewanella baltica	Shewanella	Shewanellaceae
GCF_000220965.1_ASM22096v1_genomic.fna.gz	1053648	NA	Candidatus Tremblaya princeps	Candidatus Tremblaya	Shewanellaceae
GCF_000010005.1_ASM1000v1_genomic.fna.gz	557433	NA	Lactobacillus reuteri	Lactobacillus	Lactobacillaceae
GCF_000023605.1_ASM2360v1_genomic.fna.gz	561230	Pectobacterium carotovorum subsp. carotovorum	Pectobacterium carotovorum	Pectobacterium	Pectobacteriaceae
GCF_000875695.1_ASM87569v1_genomic.fna.gz	29461	NA	Brucella suis	Brucella	Brucellaceae
GCF_000597965.1_ASM59796v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_002688685.1_ASM268868v1_genomic.fna.gz	29553	NA	Mycoplasma bovirhinis	Mycoplasma	Mycoplasmataceae
GCF_000008985.1_ASM898v1_genomic.fna.gz	177416	Francisella tularensis subsp. tularensis	Francisella tularensis	Francisella	Francisellaceae
GCF_001605665.1_ASM160566v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_001702155.1_ASM170215v1_genomic.fna.gz	240427	NA	Lactobacillus paracollinoides	Lactobacillus	Lactobacillaceae
GCF_000877815.1_ASM87781v1_genomic.fna.gz	1574141	NA	Bacillus sp. YP1	Bacillus	Bacillaceae
GCF_000058485.1_ASM5848v1_genomic.fna.gz	326424	NA	Frankia alni	Frankia	Frankiaceae
GCF_002205495.1_ASM220549v1_genomic.fna.gz	1978566	NA	Cryobacterium sp. LW097	Cryobacterium	Microbacteriaceae
GCF_001936415.1_ASM193641v1_genomic.fna.gz	1307	NA	Streptococcus suis	Streptococcus	Streptococcaceae
GCF_001908315.1_ASM190831v1_genomic.fna.gz	1355477	NA	Bradyrhizobium diazoefficiens	Bradyrhizobium	Bradyrhizobiaceae
GCF_003030245.1_ASM303024v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000775355.2_ASM77535v2_genomic.fna.gz	29486	NA	Yersinia ruckeri	Yersinia	Yersiniaceae
GCF_002900305.1_ASM290030v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002859825.1_ASM285982v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_001886675.1_ASM188667v1_genomic.fna.gz	1351	NA	Enterococcus faecalis	Enterococcus	Enterococcaceae
GCF_000255155.1_ASM25515v1_genomic.fna.gz	698968	NA	Corynebacterium diphtheriae	Corynebacterium	Corynebacteriaceae
GCF_002386365.1_ASM238636v1_genomic.fna.gz	43675	NA	Rothia mucilaginosa	Rothia	Micrococcaceae
GCF_001640765.1_ASM164076v1_genomic.fna.gz	1307	NA	Streptococcus suis	Streptococcus	Streptococcaceae
GCF_002814115.1_ASM281411v1_genomic.fna.gz	565651	NA	Enterococcus faecalis	Enterococcus	Enterococcaceae
GCF_000026485.1_ASM2648v1_genomic.fna.gz	543734	NA	Lactobacillus casei	Lactobacillus	Lactobacillaceae
GCF_000015285.1_ASM1528v1_genomic.fna.gz	357804	NA	Psychromonas ingrahamii	Psychromonas	Psychromonadaceae
GCF_003051965.1_ASM305196v1_genomic.fna.gz	48296	NA	Acinetobacter pittii	Acinetobacter	Moraxellaceae
GCF_000008925.1_ASM892v1_genomic.fna.gz	362948	NA	Lactobacillus salivarius	Lactobacillus	Lactobacillaceae
GCF_003181015.1_ASM318101v1_genomic.fna.gz	470	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_900170005.1_PRJEB19975_genomic.fna.gz	1841863	NA	Gordonibacter massiliensis	Gordonibacter	Eggerthellaceae
GCF_002446915.1_ASM244691v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_002838305.1_ASM283830v1_genomic.fna.gz	1685	NA	Bifidobacterium breve	Bifidobacterium	Bifidobacteriaceae
GCF_001272815.1_ASM127281v1_genomic.fna.gz	1263760	NA	Mycoplasma pneumoniae	Mycoplasma	Mycoplasmataceae
GCF_001697925.1_ASM169792v1_genomic.fna.gz	487	NA	Neisseria meningitidis	Neisseria	Neisseriaceae
GCF_002501585.1_ASM250158v1_genomic.fna.gz	1727214	NA	Rhodococcus sp. H-CA8f	Rhodococcus	Nocardiaceae
GCF_000010585.1_ASM1058v1_genomic.fna.gz	458233	NA	Macrococcus caseolyticus	Macrococcus	Staphylococcaceae
GCF_000023385.1_ASM2338v1_genomic.fna.gz	471223	NA	Geobacillus sp. WCH70	Geobacillus	Bacillaceae
GCF_002946195.1_ASM294619v1_genomic.fna.gz	1496	NA	Clostridioides difficile	Clostridioides	Peptostreptococcaceae
GCF_900186865.1_49243_F02_genomic.fna.gz	40324	NA	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae
GCF_002966125.1_ASM296612v1_genomic.fna.gz	2094025	NA	Aureitalea sp. RR4-38	Aureitalea	Flavobacteriaceae
GCF_000177255.2_ASM17725v2_genomic.fna.gz	652103	NA	Rhodopseudomonas palustris	Rhodopseudomonas	Bradyrhizobiaceae
GCF_000833475.1_ASM83347v1_genomic.fna.gz	119856	NA	Francisella tularensis	Francisella	Francisellaceae
GCF_001449005.1_ASM144900v1_genomic.fna.gz	75105	NA	Paraburkholderia caribensis	Paraburkholderia	Burkholderiaceae
GCF_002088335.1_ASM208833v1_genomic.fna.gz	813	NA	Chlamydia trachomatis	Chlamydia	Chlamydiaceae
GCF_002243605.1_ASM224360v1_genomic.fna.gz	169283	NA	Geobacillus lituanicus	Geobacillus	Bacillaceae
GCF_001267405.1_ASM126740v1_genomic.fna.gz	1525	NA	Moorella thermoacetica	Moorella	Thermoanaerobacteraceae
GCF_000250855.1_ASM25085v1_genomic.fna.gz	1134456	NA	Vibrio cholerae	Vibrio	Vibrionaceae
GCF_001987875.1_ASM198787v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_003052165.1_ASM305216v1_genomic.fna.gz	2052657	NA	Dietzia sp. JS16-p6b	Dietzia	Dietziaceae
GCF_000145235.1_ASM14523v1_genomic.fna.gz	644283	NA	Micromonospora aurantiaca	Micromonospora	Micromonosporaceae
GCF_000183745.1_ASM18374v1_genomic.fna.gz	670487	NA	Oceanithermus profundus	Oceanithermus	Thermaceae
GCF_000988485.1_ASM98848v1_genomic.fna.gz	1324931	NA	Pseudomonas syringae	Pseudomonas	Pseudomonadaceae
GCF_001983975.1_ASM198397v1_genomic.fna.gz	75293	NA	Streptomyces autolyticus	Streptomyces	Streptomycetaceae
GCF_001191005.1_ASM119100v1_genomic.fna.gz	1678028	NA	Massilia sp. NR 4-1	Massilia	Oxalobacteraceae
GCF_001623645.2_ASM162364v2_genomic.fna.gz	1454641	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_003186285.1_ASM318628v1_genomic.fna.gz	519	NA	Bordetella parapertussis	Bordetella	Alcaligenaceae
GCF_002442815.1_ASM244281v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000484195.2_ASM48419v2_genomic.fna.gz	1124917	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001644665.1_ASM164466v1_genomic.fna.gz	93466	NA	Fervidobacterium pennivorans	Fervidobacterium	Fervidobacteriaceae
GCF_002220515.1_ASM222051v1_genomic.fna.gz	615	NA	Serratia marcescens	Serratia	Yersiniaceae
GCF_000762285.1_ASM76228v1_genomic.fna.gz	320389	NA	Burkholderia mallei	Burkholderia	Burkholderiaceae
GCF_002896375.1_ASM289637v1_genomic.fna.gz	2072025	NA	Lysinibacillus sp. YS11	Lysinibacillus	Bacillaceae
GCF_001700965.1_ASM170096v1_genomic.fna.gz	83617	NA	Stenotrophomonas nitritireducens	Stenotrophomonas	Xanthomonadaceae
GCF_003111765.1_ASM311176v1_genomic.fna.gz	2079536	NA	Actinomyces sp. Z16	Actinomyces	Actinomycetaceae
GCF_000218895.1_ASM21889v1_genomic.fna.gz	761193	NA	Runella slithyformis	Runella	Cytophagaceae
GCF_001183725.2_ASM118372v2_genomic.fna.gz	46170	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_001901085.1_ASM190108v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001902315.1_ASM190231v1_genomic.fna.gz	61015	NA	Staphylococcus succinus	Staphylococcus	Staphylococcaceae
GCF_001742165.1_ASM174216v1_genomic.fna.gz	95485	NA	Burkholderia stabilis	Burkholderia	Burkholderiaceae
GCF_001890265.1_ASM189026v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000600225.1_ASM60022v1_genomic.fna.gz	1382927	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_001688705.2_ASM168870v2_genomic.fna.gz	1834198	NA	Ruminiclostridium sp. KB18	Ruminiclostridium	Ruminococcaceae
GCF_002221525.1_ASM222152v1_genomic.fna.gz	1314869	NA	Pseudoalteromonas espejiana	Pseudoalteromonas	Pseudoalteromonadaceae
GCF_001932515.1_ASM193251v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_003018155.1_ASM301815v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001511835.1_XM-1_genomic.fna.gz	1663591	NA	Magnetospirillum sp. XM-1	Magnetospirillum	Rhodospirillaceae
GCF_001985045.1_ASM198504v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000328705.1_ASM32870v1_genomic.fna.gz	1179773	NA	Saccharothrix espanaensis	Saccharothrix	Pseudonocardiaceae
GCF_002847405.1_ASM284740v1_genomic.fna.gz	1718	NA	Corynebacterium glutamicum	Corynebacterium	Corynebacteriaceae
GCF_003183825.1_ASM318382v1_genomic.fna.gz	2055	NA	Gordonia terrae	Gordonia	Gordoniaceae
GCF_000168775.2_ASM16877v2_genomic.fna.gz	351581	Francisella tularensis subsp. holarctica	Francisella tularensis	Francisella	Francisellaceae
GCF_000022605.2_ASM2260v1_genomic.fna.gz	331104	NA	Blattabacterium sp. (Blattella germanica)	Blattabacterium	Blattabacteriaceae
GCF_002278035.1_ASM227803v1_genomic.fna.gz	271865	NA	Ochrobactrum sp. A44	Ochrobactrum	Brucellaceae
GCF_000271985.2_ASM27198v2_genomic.fna.gz	1193501	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_001687405.1_ASM168740v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_002787215.1_ASM278721v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000091645.1_ASM9164v1_genomic.fna.gz	511691	NA	Streptococcus mutans	Streptococcus	Streptococcaceae
GCF_000486725.2_ASM48672v2_genomic.fna.gz	941189	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001040945.1_ASM104094v1_genomic.fna.gz	964	NA	Herbaspirillum seropedicae	Herbaspirillum	Oxalobacteraceae
GCF_003177255.1_ASM317725v1_genomic.fna.gz	28901	NA	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_002848225.1_ASM284822v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000478905.1_ASM47890v1_genomic.fna.gz	1235990	NA	Candidatus Pantoea carbekii	Pantoea	Erwiniaceae
GCF_002952135.1_ASM295213v1_genomic.fna.gz	1108595	NA	Chromobacterium vaccinii	Chromobacterium	Chromobacteriaceae
GCF_000959165.1_ASM95916v1_genomic.fna.gz	13373	NA	Burkholderia mallei	Burkholderia	Burkholderiaceae
GCF_002357895.1_ASM235789v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000695875.1_ASM69587v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_002843985.1_ASM284398v1_genomic.fna.gz	195	NA	Campylobacter coli	Campylobacter	Campylobacteraceae
GCF_001952915.1_ASM195291v1_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_001586275.1_ASM158627v1_genomic.fna.gz	1806885	NA	Sphingorhabdus sp. M41	Sphingorhabdus	Sphingomonadaceae
GCF_000006925.2_ASM692v2_genomic.fna.gz	198214	NA	Shigella flexneri	Shigella	Enterobacteriaceae
GCF_002833425.1_ASM283342v1_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_000612055.1_ASM61205v1_genomic.fna.gz	1661	NA	Trueperella pyogenes	Trueperella	Actinomycetaceae
GCF_003004255.1_ASM300425v1_genomic.fna.gz	91892	NA	Legionella pneumophila	Legionella	Legionellaceae
GCF_003186595.1_ASM318659v1_genomic.fna.gz	518	NA	Bordetella bronchiseptica	Bordetella	Alcaligenaceae
GCF_003019675.1_ASM301967v1_genomic.fna.gz	861	NA	Fusobacterium ulcerans	Fusobacterium	Fusobacteriaceae
GCF_002983645.1_ASM298364v1_genomic.fna.gz	1038927	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000755145.1_ASM75514v1_genomic.fna.gz	221027	NA	Treponema putidum	Treponema	Spirochaetaceae
GCF_000166415.1_ASM16641v1_genomic.fna.gz	656519	NA	Halanaerobium hydrogeniformans	Halanaerobium	Halanaerobiaceae
GCF_003194085.1_ASM319408v1_genomic.fna.gz	1987356	NA	Aurantimicrobium sp. MWH-Mo1	Aurantimicrobium	Microbacteriaceae
GCF_000359625.1_ASM35962v1_genomic.fna.gz	1001583	NA	Lactobacillus brevis	Lactobacillus	Lactobacillaceae
GCF_001267885.1_ASM126788v1_genomic.fna.gz	278992	NA	Streptomyces ambofaciens	Streptomyces	Streptomycetaceae
GCF_001545015.1_ASM154501v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_001612555.1_ASM161255v1_genomic.fna.gz	1407071	NA	Acinetobacter sp. TGL-Y2	Acinetobacter	Moraxellaceae
GCF_001566335.1_ASM156633v1_genomic.fna.gz	511145	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000439455.1_ASM43945v1_genomic.fna.gz	1276221	NA	Spiroplasma diminutum	Spiroplasma	Spiroplasmataceae
GCF_000016565.1_ASM1656v1_genomic.fna.gz	399739	NA	Pseudomonas mendocina	Pseudomonas	Pseudomonadaceae
GCF_000025365.1_ASM2536v1_genomic.fna.gz	710128	NA	Mycoplasma gallisepticum	Mycoplasma	Mycoplasmataceae
GCF_001509915.1_ASM150991v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_002786535.1_ASM278653v1_genomic.fna.gz	46170	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_000020465.1_ASM2046v1_genomic.fna.gz	290315	NA	Chlorobium limicola	Chlorobium	Chlorobiaceae
GCF_000013265.1_ASM1326v1_genomic.fna.gz	364106	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001506825.1_ASM150682v1_genomic.fna.gz	197	NA	Campylobacter jejuni	Campylobacter	Campylobacteraceae
GCF_003019855.1_ASM301985v1_genomic.fna.gz	703	NA	Plesiomonas shigelloides	Plesiomonas	Campylobacteraceae
GCF_000959425.1_ASM95942v1_genomic.fna.gz	1249660	NA	Burkholderia thailandensis	Burkholderia	Burkholderiaceae
GCF_002983865.1_ASM298386v1_genomic.fna.gz	2434	NA	Roseobacter denitrificans	Roseobacter	Rhodobacteraceae
GCF_000623295.1_ASM62329v1_genomic.fna.gz	1244118	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001984945.1_ASM198494v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_001573105.1_ASM157310v1_genomic.fna.gz	470	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_000967305.2_ASM96730v2_genomic.fna.gz	511	NA	Alcaligenes faecalis	Alcaligenes	Alcaligenaceae
GCF_003076275.1_ASM307627v1_genomic.fna.gz	359370	NA	Microbulbifer sp. A4B17	Microbulbifer	Microbulbiferaceae
GCF_000932055.2_ASM93205v2_genomic.fna.gz	272563	NA	Clostridioides difficile	Clostridioides	Peptostreptococcaceae
GCF_002355515.1_ASM235551v1_genomic.fna.gz	223967	NA	Methylobacterium populi	Methylobacterium	Methylobacteriaceae
GCF_000019485.1_ASM1948v1_genomic.fna.gz	32049	NA	Synechococcus sp. PCC 7002	Synechococcus	Synechococcaceae
GCF_000016945.1_ASM1694v1_genomic.fna.gz	349747	NA	Yersinia pseudotuberculosis	Yersinia	Yersiniaceae
GCF_001506605.1_ASM150660v1_genomic.fna.gz	197	NA	Campylobacter jejuni	Campylobacter	Campylobacteraceae
GCF_000746665.1_ASM74666v1_genomic.fna.gz	672	NA	Vibrio vulnificus	Vibrio	Vibrionaceae
GCF_000226035.2_ASM22603v3_genomic.fna.gz	1081940	NA	Pseudomonas putida	Pseudomonas	Pseudomonadaceae
GCF_001433495.1_ASM143349v1_genomic.fna.gz	210	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_001296165.1_ASM129616v1_genomic.fna.gz	1307428	Fusobacterium nucleatum subsp. nucleatum	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae
GCF_002163545.1_ASM216354v1_genomic.fna.gz	1314	NA	Streptococcus pyogenes	Streptococcus	Streptococcaceae
GCF_001766275.1_ASM176627v1_genomic.fna.gz	91891	NA	Legionella pneumophila	Legionella	Legionellaceae
GCF_000025225.2_ASM2522v1_genomic.fna.gz	699246	NA	Mageeibacillus indolicus	Mageeibacillus	Ruminococcaceae
GCF_002943995.1_ASM294399v1_genomic.fna.gz	76759	NA	Pseudomonas monteilii	Pseudomonas	Pseudomonadaceae
GCF_002081995.1_ASM208199v1_genomic.fna.gz	1571	NA	Sporosarcina ureae	Sporosarcina	Planococcaceae
GCF_000750535.1_ASM75053v1_genomic.fna.gz	759620	NA	Weissella ceti	Weissella	Leuconostocaceae
GCF_001952735.1_ASM195273v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_001900985.1_ASM190098v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000701165.1_ASM70116v2_genomic.fna.gz	1395570	NA	Burkholderia cepacia	Burkholderia	Burkholderiaceae
GCF_001027265.1_ASM102726v1_genomic.fna.gz	93218	NA	Pandoraea apista	Pandoraea	Burkholderiaceae
GCF_000009985.1_ASM998v1_genomic.fna.gz	342108	NA	Magnetospirillum magneticum	Magnetospirillum	Rhodospirillaceae
GCF_001606045.1_ASM160604v1_genomic.fna.gz	287	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_001456235.1_ASM145623v1_genomic.fna.gz	2371	NA	Xylella fastidiosa	Xylella	Xanthomonadaceae
GCF_000478255.1_ASM47825v2_genomic.fna.gz	1117941	Lactococcus lactis subsp. lactis	Lactococcus lactis	Lactococcus	Streptococcaceae
GCF_002947415.1_ASM294741v1_genomic.fna.gz	470	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_001185205.1_ASM118520v1_genomic.fna.gz	1643450	NA	Devosia sp. H5989	Devosia	Hyphomicrobiaceae
GCF_000272895.2_ASM27289v3_genomic.fna.gz	858305	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001692635.1_ASM169263v1_genomic.fna.gz	611	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000505365.2_ASM50536v2_genomic.fna.gz	1410916	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001507125.1_ASM150712v1_genomic.fna.gz	197	NA	Campylobacter jejuni	Campylobacter	Campylobacteraceae
GCF_002209385.1_ASM220938v1_genomic.fna.gz	1704499	NA	Methylovulum psychrotolerans	Methylovulum	Methylococcaceae
GCF_002302615.1_ASM230261v1_genomic.fna.gz	327575	NA	Capnocytophaga leadbetteri	Capnocytophaga	Flavobacteriaceae
GCF_000014645.1_ASM1464v1_genomic.fna.gz	401614	Francisella tularensis subsp. novicida	Francisella tularensis	Francisella	Francisellaceae
GCF_000027045.1_ASM2704v1_genomic.fna.gz	663951	Staphylococcus aureus subsp. aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_001465595.2_ASM146559v2_genomic.fna.gz	93218	NA	Pandoraea apista	Pandoraea	Burkholderiaceae
GCF_003032455.1_ASM303245v1_genomic.fna.gz	470934	NA	Pantoea vagans	Pantoea	Erwiniaceae
GCF_000724525.1_ASM72452v1_genomic.fna.gz	1134687	NA	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae
GCF_002953835.1_ASM295383v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000009925.1_ASM992v1_genomic.fna.gz	295405	NA	Bacteroides fragilis	Bacteroides	Bacteroidaceae
GCF_002999255.1_ASM299925v1_genomic.fna.gz	2151	NA	Mesoplasma florum	Mesoplasma	Entomoplasmataceae
GCF_002853435.2_ASM285343v2_genomic.fna.gz	72407	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_000022745.1_ASM2274v1_genomic.fna.gz	568815	NA	Brucella microti	Brucella	Brucellaceae
GCF_000011145.1_ASM1114v1_genomic.fna.gz	272558	NA	Bacillus halodurans	Bacillus	Bacillaceae
GCF_002192595.1_ASM219259v1_genomic.fna.gz	29486	NA	Yersinia ruckeri	Yersinia	Yersiniaceae
GCF_001953015.1_ASM195301v1_genomic.fna.gz	600	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001991075.2_ASM199107v2_genomic.fna.gz	1561	NA	Clostridium baratii	Clostridium	Clostridiaceae
GCF_000765395.1_ASM76539v1_genomic.fna.gz	1172205	NA	Bordetella holmesii	Bordetella	Alcaligenaceae
GCF_002966495.1_ASM296649v1_genomic.fna.gz	1118153	NA	Halomonas sp. GFAJ-1	Halomonas	Halomonadaceae
GCF_002356195.1_ASM235619v1_genomic.fna.gz	1851395	NA	Actinomyces sp. Chiba101	Actinomyces	Actinomycetaceae
GCF_001941505.1_ASM194150v1_genomic.fna.gz	1437874	NA	Corynebacterium sphenisci	Corynebacterium	Corynebacteriaceae
GCF_002442635.1_ASM244263v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_003055645.1_ASM305564v1_genomic.fna.gz	294	NA	Pseudomonas fluorescens	Pseudomonas	Pseudomonadaceae
GCF_001767295.1_ASM176729v1_genomic.fna.gz	1816218	NA	Colwellia sp. PAMC 20917	Colwellia	Colwelliaceae
GCF_000600015.1_ASM60001v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_002892005.1_ASM289200v1_genomic.fna.gz	221822	NA	Phaeobacter inhibens	Phaeobacter	Rhodobacteraceae
GCF_003020685.1_ASM302068v1_genomic.fna.gz	1352	NA	Enterococcus faecium	Enterococcus	Enterococcaceae
GCF_001308265.1_ASM130826v1_genomic.fna.gz	1397108	NA	Celeribacter marinus	Celeribacter	Rhodobacteraceae
GCF_002215055.1_ASM221505v1_genomic.fna.gz	168471	NA	Laribacter hongkongensis	Laribacter	Chromobacteriaceae
GCF_001887435.1_ASM188743v1_genomic.fna.gz	666	NA	Vibrio cholerae	Vibrio	Vibrionaceae
GCF_000168695.2_ASM16869v2_genomic.fna.gz	393133	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_900186965.1_50592_C01_genomic.fna.gz	452	NA	Legionella spiritensis	Legionella	Legionellaceae
GCF_001275365.1_ASM127536v1_genomic.fna.gz	1086726	NA	Francisella persica	Francisella	Francisellaceae
GCF_001188755.1_ASM118875v1_genomic.fna.gz	1345708	NA	Yersinia pestis	Yersinia	Yersiniaceae
GCF_001477575.1_ASM147757v1_genomic.fna.gz	315405	NA	Streptococcus gallolyticus	Streptococcus	Streptococcaceae
GCF_000829255.1_ASM82925v1_genomic.fna.gz	287	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_002850255.1_ASM285025v1_genomic.fna.gz	1514074	NA	Pseudoalteromonas sp. NC201	Pseudoalteromonas	Pseudoalteromonadaceae
GCF_002192255.1_ASM219225v1_genomic.fna.gz	2005046	NA	Stenotrophomonas sp. WZN-1	Stenotrophomonas	Xanthomonadaceae
GCF_000019705.1_ASM1970v1_genomic.fna.gz	412418	NA	Borrelia recurrentis	Borrelia	Borreliaceae
GCF_000392455.3_ASM39245v3_genomic.fna.gz	1311573	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_001717725.1_ASM171772v2_genomic.fna.gz	46170	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_000238215.1_ASM23821v1_genomic.fna.gz	203275	NA	Tannerella forsythia	Tannerella	Tannerellaceae
GCF_000025945.1_ASM2594v1_genomic.fna.gz	177439	NA	Desulfotalea psychrophila	Desulfotalea	Desulfobulbaceae
GCF_002023005.1_ASM202300v1_genomic.fna.gz	64187	NA	Xanthomonas oryzae	Xanthomonas	Xanthomonadaceae
GCF_000988565.1_ASM98856v1_genomic.fna.gz	1334629	NA	Myxococcus fulvus	Myxococcus	Myxococcaceae
GCF_002213965.1_ASM221396v1_genomic.fna.gz	1196175	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_003069525.1_ASM306952v1_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_000466785.3_ASM46678v3_genomic.fna.gz	1381124	NA	Lactobacillus fermentum	Lactobacillus	Lactobacillaceae
GCF_002209445.1_ASM220944v1_genomic.fna.gz	209053	NA	Capnocytophaga sp. ChDC OS43	Capnocytophaga	Flavobacteriaceae
GCF_002741335.1_ASM274133v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000754365.1_ASM75436v1_genomic.fna.gz	1452725	NA	Flavobacterium psychrophilum	Flavobacterium	Flavobacteriaceae
GCF_000231405.2_ASM23140v3_genomic.fna.gz	871968	NA	Desulfitobacterium metallireducens	Desulfitobacterium	Peptococcaceae
GCF_003013315.1_ASM301331v1_genomic.fna.gz	1396	NA	Bacillus cereus	Bacillus	Bacillaceae
GCF_000479315.1_ASM47931v1_genomic.fna.gz	1156433	NA	Streptococcus sp. I-P16	Streptococcus	Streptococcaceae
GCF_002238275.1_ASM223827v1_genomic.fna.gz	59201	NA	Salmonella enterica	Salmonella	Enterobacteriaceae
